










-,-,-
-2.93,-9.89,-2.39
-2.43,-9.61,-2.50
-2.71,-9.58,-2.60
-2.82,-9.31,-2.32
-2.08,-9.52,-2.82
-1.90,-9.16,-2.64
-2.00,-9.02,-2.50
-2.38,-8.82,-2.20
-2.71,-9.03,-2.14
-2.68,-9.52,-1.98
-3.01,-9.62,-1.86
-2.53,-10.01,-1.66
-1.61,-10.04,-1.30
1.18,-9.66,-0.57
5.76,-9.51,-0.82
7.83,-9.94,-1.57
4.29,-8.79,-1.45
-2.21,-8.93,-2.17
-10.42,-8.38,-2.62
-14.35,-10.86,-0.67
-14.67,-11.23,-2.40
-11.25,-10.00,-2.85
-10.91,-10.59,-2.05
-10.72,-8.90,1.26
-2.75,-9.90,-0.47
6.44,-8.88,-2.50
8.49,-9.95,-4.32
6.46,-10.97,-4.11
4.36,-9.47,-1.92
3.55,-9.58,-1.36
5.10,-9.91,-1.36
3.41,-7.77,-4.07
-2.61,-8.19,-4.04
-6.57,-7.65,-8.38
-9.81,-10.54,-9.01
-11.26,-11.21,-8.36
-10.19,-9.62,-6.36
-10.73,-9.50,-4.37
-10.57,-8.90,-2.77
-1.61,-8.85,-3.70
7.73,-6.89,-5.52
9.00,-12.50,-7.43
5.00,-8.75,-5.22
0.41,-7.74,-3.39
-1.02,-7.76,-4.28
-1.33,-8.60,-4.59
-0.91,-8.09,-4.88
-1.52,-8.71,-4.91
-1.86,-9.23,-4.62
-1.85,-9.08,-4.68
-1.80,-9.07,-4.97
-1.60,-8.81,-4.73










-,-,-
-1.19,-9.03,-4.32
-0.33,-9.65,-4.82
-0.33,-8.79,-4.42
-0.70,-9.33,-4.06
-0.69,-9.29,-3.39
-0.77,-9.58,-3.12
-0.87,-9.48,-3.10
-0.97,-9.63,-3.41
-0.96,-9.98,-3.13
-1.04,-9.48,-2.67
-0.48,-9.11,-2.23
2.41,-8.32,-2.79
8.33,-9.08,-1.73
9.31,-9.32,-1.84
6.97,-8.63,-3.37
-0.15,-8.04,-3.89
-10.45,-12.16,-3.76
-13.55,-14.06,-5.61
-14.34,-16.25,-2.34
-11.28,-14.68,-1.07
-10.08,-12.35,0.69
-5.75,-10.07,1.04
2.73,-7.20,-0.06
11.37,-9.92,-4.98
11.52,-9.69,-4.92
9.22,-9.68,-3.76
5.47,-7.96,-0.78
7.11,-9.66,-0.37
5.49,-8.37,-0.81
1.16,-9.22,-2.52
-3.32,-8.20,-5.86
-7.75,-8.75,-7.89
-13.38,-12.18,-7.84
-14.15,-14.33,-6.24
-10.00,-12.18,-6.87
-9.40,-10.21,-3.99
-6.45,-10.04,-2.03
2.67,-7.01,-2.67
9.79,-9.64,-3.72
