










-,-,-
-2.08,-8.39,-6.33
-2.92,-8.43,-6.10
-3.01,-8.37,-6.35
-3.28,-8.55,-6.73
-4.02,-8.33,-6.47
-3.87,-9.14,-6.24
-3.68,-8.90,-5.30
-4.75,-8.00,-5.77
-4.11,-7.79,-4.73
-3.81,-7.63,-4.99
-3.26,-8.43,-4.50
-2.86,-8.31,-3.89
-2.95,-7.09,-4.00
-1.34,-8.26,-4.63
-3.20,-6.05,-5.55
-2.64,-6.73,-6.17
-2.59,-6.78,-5.37
-3.51,-5.54,-6.25
-3.19,-6.82,-5.84
-3.44,-7.94,-5.63
-4.09,-9.66,-6.47
-3.34,-9.49,-7.59
-3.00,-8.58,-8.12
-2.63,-7.15,-8.81
-2.04,-5.80,-7.82
-2.18,-5.66,-8.11
-1.83,-4.46,-6.81
-1.94,-6.05,-5.96
-1.27,-6.39,-6.08
-1.71,-5.42,-4.51
-1.75,-5.90,-1.88
-2.86,-7.30,-4.14
-2.52,-6.11,-4.04
-6.48,-6.15,-11.56
0.92,-8.26,-5.95
2.08,-5.68,-5.77
2.31,-4.84,-7.23
1.51,-6.00,-5.77
3.46,-6.51,-7.38
4.67,-8.53,-9.07
3.50,-7.35,-11.31
3.52,-6.08,-9.64
4.32,-6.47,-11.87
4.13,-5.26,-11.09
4.03,-5.40,-10.53
3.85,-5.97,-12.84
4.29,-5.47,-11.80
3.73,-5.71,-9.77
2.28,-2.90,-10.72
3.32,-3.89,-10.06
2.88,-3.93,-9.45
2.51,-3.22,-9.11
1.95,-2.94,-9.11
2.12,-3.69,-11.50
1.42,-4.92,-11.65
0.85,-5.47,-10.79
0.37,-4.50,-8.18
-0.35,-3.78,-6.61
-0.86,-4.36,-6.27
-1.02,-4.47,-6.32
-1.45,-4.86,-7.28
-0.97,-4.99,-8.11
-1.32,-5.30,-9.00
-1.60,-5.72,-9.16
-1.36,-6.05,-9.59
-0.65,-6.16,-9.39
-0.76,-6.00,-8.27
-0.68,-6.66,-7.72
-0.19,-7.29,-7.50
-0.49,-7.75,-7.57
-1.26,-8.72,-7.74
-0.73,-8.15,-7.63
-0.10,-7.38,-8.39
0.31,-6.28,-8.84
0.23,-5.15,-8.93
-0.11,-5.23,-9.22
-0.32,-5.58,-9.55
-0.01,-6.52,-9.44
-0.03,-6.33,-9.12
0.75,-4.98,-8.89
1.09,-4.26,-9.01
1.72,-2.29,-8.87
2.21,-1.79,-9.17
2.62,-1.51,-9.84
3.26,-0.77,-10.43
4.40,-0.15,-10.57
4.50,-0.35,-11.11
4.21,-0.94,-11.17
3.54,-1.64,-10.75
3.06,-2.20,-10.19
2.60,-2.22,-9.73
2.58,-2.79,-9.72
2.36,-2.82,-9.61
2.23,-2.89,-9.95
2.71,-2.45,-9.98
3.17,-1.93,-10.18
3.28,-1.42,-10.07
3.50,-1.44,-10.33
3.37,-1.53,-10.10
2.88,-1.82,-10.24
2.97,-1.49,-10.14
3.03,-1.66,-10.04
3.15,-1.41,-9.98
3.45,-0.89,-10.24
3.51,-1.07,-10.47
3.15,-1.40,-10.59
3.03,-1.55,-10.36
2.82,-1.28,-10.14
2.65,-1.19,-10.07
2.65,-1.05,-10.03
2.72,-1.37,-10.40
2.63,-1.48,-10.66
2.77,-1.36,-10.56
2.98,-1.04,-10.71
3.03,-0.56,-11.19
3.66,-1.12,-12.37
3.15,-1.49,-13.75
2.36,-2.15,-12.75
0.97,-2.66,-10.65
0.59,-2.95,-9.04
-0.60,-3.02,-8.36
-0.82,-3.42,-8.64
-1.42,-3.06,-7.99
-1.87,-3.80,-8.25
-1.87,-4.47,-7.67
-2.21,-4.81,-7.03
-2.15,-4.69,-6.20
-2.20,-5.87,-6.36
-3.41,-6.86,-7.11
-2.84,-8.11,-6.41
-3.74,-8.06,-6.17
-4.71,-8.34,-5.05
-6.75,-8.47,-5.21
-6.37,-7.40,-6.05
-4.98,-5.11,-6.43
-4.24,-5.26,-7.90
-3.00,-5.20,-8.79
-2.75,-5.23,-9.35
-2.99,-4.98,-9.73
-1.80,-4.88,-9.35
-1.91,-5.31,-10.29
-1.66,-4.20,-10.57
-3.32,-5.11,-9.66
-2.65,-5.47,-8.90
-1.03,-5.41,-9.11
-0.44,-4.34,-8.96
-0.37,-3.69,-9.36
-1.02,-3.82,-10.11
-1.75,-4.81,-10.81
-1.36,-5.04,-9.11
-2.00,-4.91,-8.67
-2.07,-4.94,-9.26
-1.38,-3.62,-8.96
-1.24,-3.24,-9.69
-1.10,-3.41,-9.71
-1.10,-3.68,-9.71
-1.28,-4.16,-9.74
-1.28,-4.22,-9.69
-1.24,-4.21,-9.79
-1.07,-4.20,-10.12
-1.14,-3.98,-9.88
-0.99,-3.79,-9.65
-0.94,-3.98,-9.77
-0.89,-4.12,-9.96
-0.73,-3.91,-9.78
-0.77,-3.75,-9.75
-0.63,-3.79,-9.85
-0.38,-4.02,-9.61
-0.95,-4.42,-9.88










-,-,-
-0.82,-4.47,-10.05
-0.96,-4.82,-9.67
-1.64,-5.44,-8.69
-2.29,-5.37,-8.28
-1.71,-4.62,-8.53
-1.06,-3.56,-9.01
-0.70,-2.56,-9.37
-0.59,-2.90,-8.84
-1.09,-4.81,-9.49
-1.22,-6.14,-9.82
-0.38,-5.69,-8.65
-1.89,-6.16,-9.54
-3.13,-7.06,-10.69
-1.52,-4.37,-9.29
-0.85,-8.13,-14.28
0.02,-6.03,-10.48
-0.51,-6.50,-9.45
-0.46,-5.82,-8.42
-0.39,-6.65,-7.75
-0.37,-7.49,-7.44
-0.77,-7.80,-6.63
-0.72,-8.86,-5.77
-0.68,-8.80,-5.24
-0.23,-9.44,-4.87
-0.36,-9.20,-4.63
0.41,-9.25,-4.62
1.03,-9.03,-4.98
1.13,-9.24,-6.04
1.38,-8.43,-5.56
1.41,-8.64,-6.98
1.99,-7.79,-6.51
2.00,-7.17,-7.74
2.30,-6.04,-6.72
1.72,-6.27,-8.23
2.07,-5.65,-7.65
2.15,-5.21,-8.70
2.06,-4.20,-8.42
2.03,-4.51,-9.43
0.85,-3.69,-9.50
1.60,-2.58,-9.57
0.98,-2.77,-10.26
0.84,-2.41,-10.85
1.14,-2.59,-10.78
0.95,-2.40,-10.96
1.12,-2.50,-10.16
0.09,-0.49,-15.14
-1.14,-1.02,-8.93
-0.29,-4.80,-9.11
-0.13,-4.84,-10.35
0.76,-4.74,-9.52
1.08,-4.41,-8.34
-0.03,-5.05,-10.07
-1.97,-1.99,-11.05
-0.51,-1.85,-9.83
-0.17,-3.92,-9.79
-0.01,-4.97,-10.15
-0.44,-4.41,-9.77
-0.17,-3.83,-9.63
0.07,-2.52,-10.76
5.00,1.01,-13.51
10.24,-3.81,-10.49
1.92,-3.88,-8.72
-2.58,-3.58,-6.95
-1.28,-3.05,-9.06
0.24,-6.61,-11.71
1.40,-5.80,-9.94
1.36,-7.65,-10.61
2.09,-5.12,-8.60
0.88,-6.72,-9.20
1.77,-6.46,-8.42
0.85,-6.89,-7.75
0.03,-6.63,-8.12
-0.83,-6.39,-7.23
-1.20,-7.46,-7.27
-1.10,-7.92,-8.01
-0.45,-6.78,-8.26
-0.16,-6.47,-8.73
-0.04,-6.46,-8.92
-0.21,-6.11,-8.35
-0.65,-6.35,-8.42
-0.91,-5.99,-8.53
-0.77,-5.84,-8.51
-0.76,-5.86,-9.00
-0.65,-5.71,-8.43
-1.27,-6.98,-8.12
-0.69,-10.36,-7.01
-2.11,-8.79,-5.06
-1.95,-8.40,-7.35
0.17,-7.04,-8.72
1.19,-5.46,-9.43
0.50,-4.73,-9.93
-1.79,-5.20,-8.50
-2.46,-7.71,-9.50
-0.81,-7.60,-10.62
3.37,-6.39,-10.06
4.13,-5.92,-10.42
4.32,-4.87,-9.56
3.70,-3.83,-9.61
3.54,-3.06,-9.24
1.90,-3.07,-8.72
0.06,-3.70,-8.18
-2.29,-5.33,-8.38
-3.09,-6.84,-8.57
-2.63,-7.02,-8.82
-1.28,-6.37,-8.45
-1.06,-6.29,-8.06
-1.47,-6.31,-7.86
-1.12,-5.18,-7.75
-0.57,-5.16,-8.84
-0.90,-4.75,-8.60
-1.54,-5.20,-8.54
-2.20,-7.26,-8.42
-2.58,-7.97,-8.04
-2.11,-7.59,-7.00
-1.40,-7.04,-6.26
-1.35,-7.08,-6.34
-1.66,-7.66,-6.49
-1.77,-7.69,-6.43
-1.76,-7.41,-6.59
-1.42,-7.41,-6.88
-1.25,-7.40,-7.52
-1.32,-6.94,-7.32
-1.66,-6.32,-7.62
0.02,-4.77,-8.44
1.07,-5.13,-8.60
-0.06,-6.18,-8.32
-0.24,-6.77,-7.24
-1.18,-8.30,-6.42
-1.63,-9.20,-5.56
-1.99,-9.33,-5.01
-0.82,-9.30,-5.21
-1.00,-8.54,-6.18
-0.84,-8.37,-6.24
-1.30,-9.05,-5.87
-1.87,-9.42,-3.68
-3.38,-10.67,-4.76
-2.04,-9.71,-3.76
-2.41,-9.31,-3.17
-2.64,-10.12,-4.23
-2.43,-9.32,-2.97
-2.37,-9.27,-3.97
-2.27,-9.24,-4.33
-2.28,-8.90,-4.85
-1.91,-8.81,-5.19
-2.35,-8.57,-5.12
-2.32,-8.51,-4.79
-2.51,-8.39,-4.76
-2.50,-8.25,-4.32
-2.53,-8.53,-4.71
-1.96,-9.19,-5.03
-2.31,-8.59,-4.76
-2.34,-8.74,-4.94
-2.57,-8.78,-4.79
-2.45,-8.66,-4.60
-2.60,-8.64,-4.76
-2.47,-8.51,-4.86
-2.41,-8.58,-4.93
-2.56,-8.65,-4.85
-2.64,-8.64,-4.71
-2.52,-8.59,-4.60
-2.49,-8.66,-4.64
-2.41,-8.74,-4.70










-,-,-
-0.22,-6.80,-8.00
-0.21,-6.81,-7.97
-0.22,-6.81,-8.00
-0.20,-6.82,-7.95
-0.21,-6.74,-7.99
-0.20,-6.84,-7.99
-0.25,-6.78,-7.96
-0.23,-6.80,-7.94
-0.23,-6.79,-7.95
-0.28,-6.85,-7.98
-0.40,-6.82,-7.96
