









-,-,-
1.28,-8.58,-5.61
1.28,-8.58,-5.62
1.27,-8.55,-5.63
1.27,-8.54,-5.62
1.28,-8.55,-5.60
1.30,-8.57,-5.59
1.31,-8.58,-5.57
1.30,-8.62,-5.58
1.28,-8.65,-5.57
1.26,-8.66,-5.57
1.25,-8.66,-5.54
1.23,-8.68,-5.53
1.20,-8.69,-5.52
1.15,-8.69,-5.54
1.13,-8.69,-5.55
1.11,-8.68,-5.55
1.07,-8.68,-5.58
1.02,-8.68,-5.59
0.96,-8.63,-5.61
0.92,-8.61,-5.65
0.88,-8.56,-5.68
0.84,-8.53,-5.68
0.82,-8.53,-5.71
0.79,-8.55,-5.75
0.77,-8.58,-5.81
0.76,-8.62,-5.83
0.79,-8.68,-5.91
0.87,-8.74,-5.95
0.96,-8.78,-5.98
1.14,-8.83,-6.04
1.37,-8.86,-6.09
1.63,-8.87,-6.13
1.82,-8.87,-6.14
2.13,-8.85,-6.11
2.46,-8.82,-6.01
2.68,-8.79,-5.90
3.03,-8.71,-5.65
3.40,-8.64,-5.31
3.65,-8.59,-5.02
4.01,-8.51,-4.50
4.36,-8.46,-3.88
4.55,-8.42,-3.42
4.79,-8.39,-2.67
5.00,-8.43,-1.85
5.14,-8.57,-1.11
5.22,-8.64,-0.60
5.32,-8.71,0.11
5.45,-8.87,0.76
5.55,-9.05,1.14
5.70,-9.46,1.71
5.85,-10.02,2.22
5.94,-10.49,2.50
6.07,-11.22,2.93
6.18,-11.94,3.32
6.21,-12.36,3.48
6.23,-12.90,3.71
6.22,-13.31,3.87
6.13,-13.62,3.92
6.06,-13.75,3.98
5.91,-13.89,3.99
5.69,-13.96,3.96
5.54,-13.97,3.96
5.23,-13.94,3.93
4.84,-13.87,3.92
4.53,-13.80,3.88
4.04,-13.63,3.89
3.51,-13.46,3.79
2.95,-13.36,3.67
2.58,-13.30,3.58
1.97,-13.04,3.38
1.24,-12.76,3.00
0.72,-12.54,2.73
-0.02,-12.12,2.08
-0.68,-11.53,1.33
-1.07,-11.14,0.87
-1.56,-10.55,0.13
-1.94,-9.93,-0.75
-2.15,-9.57,-1.35
-2.40,-9.14,-2.42
-2.48,-8.74,-3.63
-2.44,-8.36,-4.80
-2.36,-8.08,-5.49
-2.19,-7.80,-6.55
-2.04,-7.59,-7.35
-2.02,-7.51,-7.64
-2.16,-7.45,-8.03
-2.38,-7.35,-8.49
-2.51,-7.37,-8.79
-2.49,-7.72,-9.34
-2.50,-8.11,-9.53
-2.59,-8.24,-9.59
-2.77,-8.10,-9.78
-2.92,-7.64,-10.05
-2.97,-7.06,-10.29
-2.99,-6.75,-10.33
-3.03,-6.43,-10.50
-3.12,-6.13,-10.68
-3.19,-5.83,-10.85
-3.30,-5.29,-10.92
-3.39,-4.85,-10.85
-3.44,-4.60,-10.76
-3.53,-4.32,-10.65
-3.67,-4.06,-10.47
-3.77,-4.04,-10.24
-3.85,-4.13,-9.88
-4.01,-4.22,-9.40
-4.11,-4.19,-9.11
-4.14,-4.16,-9.03
